CompanyIdentifier,Employee Number,Column,Title,First name,Column,Last name,Column,Column,Column,Column,Date of Birth,Gender,Column,Column,Column,National ID 1 Type,NationalID1,Column,Column,Column,Column,Column,Column,Nationality,Column,Column,Column,Column,Column,Column,Column,Column,Job Title,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Work Email,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Joining Date,Column,Column,Column,Column,Column,Column,Column,Column,Leaving Date,Column,Column,Column,Column,Column,Column,Column,Column,Column,Full Time Equivalent,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,CompanyName,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column
CZ,111111121,xxx,Undisclosed,Dana, ,Novak, , , , ,11/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000011, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/01/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111122,xxx,Mr,Jakub, ,Smith, , , , ,12/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000012, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27/07/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111123,xxx,Mr,Viktor, ,Kral, , , , ,13/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000013, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25/01/2016, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111124,xxx,Undisclosed,Eva, ,Svoboda, , , , ,14/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000014, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,08/06/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111125,xxx,Undisclosed,Ivan, ,Krejci, , , , ,15/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000015, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,06/03/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111126,xxx,Undisclosed,Petra, ,Novak, , , , ,16/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000016, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29/01/2024, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111127,xxx,Undisclosed,Michaela, ,Smith, , , , ,17/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000017, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/01/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111128,xxx,Mr,Petr, ,Kral, , , , ,18/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000018, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,06/01/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111129,xxx,Undisclosed,Jana, ,Svoboda, , , , ,19/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000019, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29/12/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111130,xxx,Undisclosed,Dana, ,Krejci, , , , ,20/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000020, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10/10/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111131,xxx,Undisclosed,Jakub, ,Novak, , , , ,21/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000021, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/12/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111132,xxx,Undisclosed,Viktor, ,Smith, , , , ,22/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000022, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,09/05/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111133,xxx,Undisclosed,Eva, ,Kral, , , , ,23/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000023, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,05/09/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111134,xxx,Undisclosed,Ivan, ,Svoboda, , , , ,24/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000024, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26/02/2024, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111135,xxx,Undisclosed,Petra, ,Krejci, , , , ,25/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000025, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15/08/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111136,xxx,Undisclosed,Michaela, ,Novak, , , , ,26/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000026, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/10/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111137,xxx,Mr,Petr, ,Smith, , , , ,27/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000027, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/11/2019, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111138,xxx,Undisclosed,Jana, ,Kral, , , , ,28/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000028, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10/10/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111139,xxx,Undisclosed,Dana, ,Svoboda, , , , ,29/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000029, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30/08/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111140,xxx,Undisclosed,Jakub, ,Krejci, , , , ,30/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000030, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26/10/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111141,xxx,Undisclosed,Viktor, ,Novak, , , , ,31/01/1990,Undisclosed, ,Undefined,CZ,NUM,1000000031, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13/06/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111142,xxx,Undisclosed,Eva, ,Smith, , , , ,01/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000032, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/08/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111143,xxx,Undisclosed,Ivan, ,Kral, , , , ,02/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000033, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/12/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111144,xxx,Undisclosed,Petra, ,Svoboda, , , , ,03/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000034, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25/07/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111145,xxx,Undisclosed,Michaela, ,Krejci, , , , ,04/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000035, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,01/03/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111146,xxx,Undisclosed,Petr, ,Novak, , , , ,05/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000036, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,09/08/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111147,xxx,Undisclosed,Jana, ,Smith, , , , ,06/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000037, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18/10/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111148,xxx,Undisclosed,Dana, ,Kral, , , , ,07/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000038, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/08/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111149,xxx,Mr,Jakub, ,Svoboda, , , , ,08/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000039, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/01/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111150,xxx,Undisclosed,Viktor, ,Krejci, , , , ,09/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000040, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/06/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111151,xxx,Undisclosed,Eva, ,Novak, , , , ,10/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000041, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,06/09/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111152,xxx,Mr,Ivan, ,Smith, , , , ,11/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000042, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,05/11/2018, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111153,xxx,Mr,Petra, ,Kral, , , , ,12/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000043, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/01/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111154,xxx,Mr,Michaela, ,Svoboda, , , , ,13/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000044, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15/01/2018, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111155,xxx,Undisclosed,Petr, ,Krejci, , , , ,14/02/1990,Undisclosed, ,Undefined,CZ,NUM,1000000045, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14/09/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
